text,hatespeech_comb,hatespeech_G1,annotator_G1,hatespeech_G2,annotator_G2,hatespeech_G3,annotator_G3,pre_processed_text
@Estadao Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu,0,1,D,0.0,B,0,D,nunca vi coletivismo lutando direitos mulher islamismo massa manobra d httpstcodosdscanu
@Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de direitos no Islão?,0,0,B,0.0,I,0,A,legal proselitismo barato sobre muçulmanas vamos falar sobre mutilação vaginal falta direitos islão
@Estadao que mulher suja da porra,0,1,B,0.0,B,0,E,mulher suja porra
@Estadao Se o estuprador for 'de menor' estará garantida a defesa pela maria do rosario igual champinha. Se a menina for de esquerda,1,1,C,1.0,B,0,D,estuprador menor estará garantida defesa maria rosario igual champinha menina esquerda
@Estadao Seu comunismo na Venezuela é lindo ne ? Pra vc nao falta nada e pro povo ? https://t.co/0OhyJOw888,0,1,C,0.0,B,0,D,comunismo venezuela lindo ne pra vc nao falta nada pro povo httpstcoohyjow
@Estadao Tem outras teorias tambem.... https://t.co/v8LBub6Gpn,0,0,B,0.0,V,0,A,outras teorias tambem httpstcovlbubgpn
@Estadao Trump demitiu o cara por que a audiência do Aprendiz tava caindo!  Correto!,0,0,C,0.0,Dani,0,B,trump demitiu cara audiência aprendiz tava caindo correto
"@Estadao Usou tanto que nem pensa mais...
enquanto isso quem mora no dia a dia comum sofre com a violencia pq das d _ https://t.co/PJUC7AtZ34",0,1,D,0.0,I,0,A,usou tanto pensa enquanto mora dia dia comum sofre violencia pq d httpstcopjucatz
"Estado da Segurança Privada em Portugal
https://t.co/xdH26hs0q4#RenovarPortugal #PNR",0,0,B,0.0,I,0,B,estado segurança privada portugal
@estadohiramico feminismo é massa de manobra da esquerda...e nao tem como elas negarem isso..tb nunca vi contra o F _ https://t.co/pq9kfmUEj6,0,1,C,0.0,V,0,D,feminismo massa manobra esquerdae nao negarem issotb nunca vi contra f httpstcopqkfmuej
@estadohiramico stf vergonha mesmo https://t.co/QbLebf82Wc,0,0,B,0.0,B,0,C,stf vergonha httpstcoqblebfwc
Esta matéria explica todo conteúdo dessa 'BIBLIA INFANTIL' que ridicularizam personagens e acontecimentos dá... https://t.co/MoMbrpJwFB,0,1,D,0.0,B,0,C,matéria explica todo conteúdo dessa biblia infantil ridicularizam personagens acontecimentos dá httpstcomombrpjwfb
"Estamos a crescer. Assim continuaremos. cada vez mais!
#PNR https://t.co/acRL7L2GbU",0,0,A,0.0,I,0,E,crescer assim continuaremos cada vez pnr httpstcoacrllgbu
"Estamos de olho !Foram 2milhoes de assinaturas, mas hoje somos muito mais, descontentes com essa roubalheira. https://t.co/r2av8VyCLj",0,1,A,0.0,I,0,E,olho milhoes assinaturas hoje descontentes roubalheira httpstcoravvyclj
"Estamos todos refugiados em pessoas que não somos!
“Consumismo é o ato de comprar o que você não precisas, com o... https://t.co/PQRBru4VHe",0,1,E,0.0,It,0,E,todos refugiados pessoas “ consumismo ato comprar precisas httpstcopqrbruvhe
"Esta notícia é de DEZEMBRO, notícia Velha.Mas por falta de assunto, a Isto é publicou novamente ,para difamar o... https://t.co/5B9UDtkY3J",0,1,C,0.0,V,0,D,notícia dezembro notícia velhamas falta assunto publicou novamente difamar httpstcobudtkyj
Estão abertas as inscrições para a turma 2017 de 'Atinuké' - Grupo de estudos sobre o pensamento de mulheres... https://t.co/dhAEmv7g5Q,0,0,B,0.0,Dani,0,A,abertas inscrições turma atinuké grupo estudos sobre pensamento mulheres httpstcodhaemvgq
"Estão cada vez mais totalitários! Correm tudo a proibições e extorsões. É só dogmas e tabus... Mundo louco!
https://t.co/6EqrTVzYim",0,1,E,0.0,B,0,D,cada vez totalitários correm tudo proibições extorsões dogma tabu mundo louco
"Estão todos perguntando se é um VETO ou não. Chame do que quiser, o objetivo é manter os marginais (com péssimas intenções) fora do país!",0,1,A,0.0,I,0,A,todos perguntando veto chame quiser objetivo manter marginais péssimas intenções país
"Estará a acabar o 'estado de graça' do presidente dos afectos?
Tudo tem um fim, certo?
#MarceloRebelloDeSousa https://t.co/4MBQlm8fxJ",0,0,B,0.0,B,0,A,estará acabar estado graça presidente afectos tudo fim certo marcelorebellodesousa httpstcombqlmfxj
"ESTAR ACORDADO SÁBADO DE MANHÃ DO CARNAVAL
ISSO SEPARA NÓS: O POVO HONESTO E DIGNO
DELES: QUE FICARAM ATÉ DE MADRUGADA SE DROGANDO NAS RUAS.",1,1,C,0.0,B,1,B,acordado sábado manhã carnaval separa povo honesto digno ficaram madrugada drogando ruas
"ESTAR ACORDADO
SÁBADO DE MANHÃ
ISSO QUE SEPARA NÓS
(POVO HONESTO E TRABALHADOR)
DELES
(VAGABUNDOS DROGADOS E CORRUPTOS)
BOM DIA BRASIL
#PAZ",1,1,E,1.0,I,1,E,acordado sábado manhã separa povo honesto trabalhador vagabundos drogados corruptos bom dia brasil paz
"Esta senhora está completamente obcecada pelo Trump.
Haverá alguma explicação freudiana? 
@fcancio
#ForçaTrump https://t.co/5SFjTYzgDx",0,1,E,0.0,I,0,D,senhora completamente obcecada trump haverá alguma explicação freudiana fcancio forçatrump httpstcosfjtyzgdx
Estas poeiras vindas do norte de África entram impunemente em Portugal e sujam os carros todos. Para quando a construção de um muro?,1,1,C,1.0,It,1,B,poeiras vindas norte áfrica entram impunemente portugal sujam carros todos construção muro
Esta sua boca propaga só nazismo ou também chupa o meu pau??,1,1,E,1.0,I,1,D,boca propaga nazismo chupa pau
"Está toda a gente a queixar-se que está a tremer de frio.
TODA A GENTE!
Toda a gente menos os doentes de Parkinson.
Para eles é só 5ª feira",1,1,A,1.0,B,0,D,toda gente queixarse tremer frio toda gente toda gente menos doentes parkinson ª feira
Estava a passar um casal de fufas por nós e a luana só grita 'HA BUE FUFONAS EM ALMADA',1,1,E,1.0,S,0,A,passar casal fufas luana grita ha bue fufonas almada
Estava mechendo no baú do meu avô falecido e achei essa foto aqui https://t.co/rhDE3UPdd1,0,0,A,0.0,V,0,A,mechendo baú avô falecido achei foto aqui httpstcorhdeupdd
Este ano vamos comemorar o dia da Restauração em Santa Maria da Feira. https://t.co/yBPt8F461l,0,0,D,0.0,V,0,B,ano vamos comemorar dia restauração santa maria feira httpstcoybptfl
Este 'aquecimento global' está mesmo severo.,0,0,E,1.0,Dani,0,C,aquecimento global severo
"Este #CDS, realmente... que vergonha!
De facto, torna-se cada vez mais claro que é o #PNR de um lado e o Sistema to _ https://t.co/9MiFbWxAbp",0,1,E,0.0,V,0,E,cd realmente vergonha facto tornase cada vez claro pnr lado sistema to httpstcomifbwxabp
Este é o 1º País do Mundo a proibir o islão e a fechar mesquitas https://t.co/tzf7IOTfFN,0,0,D,1.0,It,0,E,º país mundo proibir islão fechar mesquitas httpstcotzfiotffn
"Este fim-de-semana a caravana vai andar por aqui:
- 10 Fev: VILA REAL
- 11 Fev: COVILHÂ
Bilhetes na FNAC,bilheteira _ https://t.co/C6ks5FIt96",0,0,A,0.0,V,0,A,fimdesemana caravana vai andar aqui fev vila real fev covilhâ bilhetes fnacbilheteira httpstcocksfit
"Este plot twist no final da cerimónia foi escrito pelo George R. R. Martin não foi?
#Oscars",0,0,D,0.0,V,0,C,plot twist final cerimónia escrito george r r martin oscar
"Estes 2 golos e as respetivas jogadas são mais uma prova de que o Benfica está a ser claramente levado ao colo na Taça da Liga
#VERGONHA",0,1,D,0.0,I,0,E,golos respetivas jogadas prova benfica claramente levado colo taça liga vergonha
Este Zivkovic é uma pequena maravilha,0,0,A,0.0,B,0,E,zivkovic pequena maravilha
"Estimar a minha idade é o seu argumento???
 Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/TYHxHoRJB7",0,1,D,0.0,I,0,C,estimar idade argumento quero ver refutar falei fatos lógica verdades httpstcotyhxhorjb
"Estivemos ontem à convite para a pré-estréia do documentário #euvocêtodasnós, uma co-produção Coopas & Canal... https://t.co/hlxnByQqdK",0,0,C,0.0,It,0,E,ontem convite préestréia documentário euvocêtodasnós coprodução coopas canal httpstcohlxnbyqqdk
"Estive pensando... Uma #MulherDeVerdade é íntegra. Com seus sentimentos, consigo, com os outros. Essa é sua essência!",0,0,C,0.0,I,0,A,pensando mulherdeverdade íntegra sentimentos consigo outros essência
Estocolmo: capital das violações! As mulheres andam com medo e mudam hábitos de vida. 'Welcome R(ap)efugees'? _ https://t.co/BxSrVriKNC,1,1,A,1.0,V,0,C,estocolmo capital violações mulheres andam medo mudam hábitos vida welcome rapefugees httpstcobxsrvriknc
"Estou aguardando algum pedido c/ burca, ou será que já tem?. Mulheres que a usam fora do deserto, onde não há tempe _ https://t.co/qPqJGbTqIR",0,1,C,0.0,I,0,A,aguardando algum pedido c burca mulheres usam deserto onde tempe httpstcoqpqjgbtqir
"estou cansada das palavras: homofobia, racismo, gordofobia, feministas!!!! como eu queria voltar pros anos 90, eu ouvia bem menos.......",1,1,B,1.0,V,0,E,cansada palavras homofobia racismo gordofobia feministas queria voltar pro ano ouvia bem menos
"ESTOU LANÇANDO MINHA MARCA DE CAMISETAS
ESSA É ESPECIAL PRO #diainternacionaldamulher 
BELA OPÇÃO PRA PRESENTEAR O _ https://t.co/m4zsYjHxZs",0,1,B,0.0,I,0,C,lançando marca camisetas especial pro diainternacionaldamulher bela opção pra presentear httpstcomzsyjhxzs
"Estou lendo que o preço do grande MURO na fronteira custará mais do que o governo esperava inicialmente, mas eu ain _ https://t.co/EZwOmnq7UM",0,0,B,0.0,B,0,D,lendo preço grande muro fronteira custará governo esperava inicialmente ain httpstcoezwomnqum
estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+,1,1,E,1.0,B,1,B,sentindo jundiaiense pra faculdade perguntei coxinha frango mulher faltou chamar burra dizendo
"Estou na dúvida entre ver o #Agarraamusica na SIC, o 'Desafio Final' na TVI ou um balde de ácido na retina",1,1,A,1.0,It,0,E,dúvida ver agarraamusica sic desafio final tvi balde ácido retina
Estou tão orgulhoso da minha filha Ivanka. Abusada e maltratada pela mídia e ainda mantém a cabeça tão erguida: ver _ https://t.co/rLTZlmMxC7,0,0,B,0.0,B,0,D,tão orgulhoso filha ivanka abusada maltratada mídia ainda mantém cabeça tão erguida ver httpstcorltzlmmxc
Estou trabalhando num sistema onde haverá competitividade na Indústria de Remédios. O preço para o povo americano s _ https://t.co/uNS6lVHht0,0,0,B,0.0,V,0,D,trabalhando sistema onde haverá competitividade indústria remédios preço povo americano s httpstcounslvhht
Estranho... será se o dinheiro que recebo pra fazer o que faço é desviado no meio do caminho? Nunca o recebi. https://t.co/JqrfbtXDN0,0,0,D,0.0,V,0,A,estranho dinheiro recebo pra fazer faço desviado meio caminho nunca recebi httpstcojqrfbtxdn
"'estudando graças ao feminismo'
ENEM 2018
- Ao invés da redação, faça um textão inventando um abuso sexual no banheiro da balada",0,1,D,0.0,I,0,A,estudando graças feminismo enem invés redação faça textão inventando abuso sexual banheiro balada
@estudioi ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?,0,0,C,0.0,V,0,C,ter tempo pra cuidar família grande problema pra mulher pra qq pessoa trabalha filhos
"É suposto a religião não ser critério para discriminar refugiados. Nem pela negativa, nem mesmo pela positiva. https://t.co/dFlBu7D4eW",0,0,A,0.0,V,1,B,suposto religião critério discriminar refugiados negativa positiva httpstcodflbudew
é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos,1,1,A,1.0,I,1,B,tanta caloura sapatão vai ter apresentações voz violão cantina durante intervalos
é tanto calor que to começando a gostar de quem fala cuspindo,0,0,D,1.0,It,0,A,tanto calor to começando gostar fala cuspindo
e tava reclamando que sou gorda e feia vou continuar assim,0,1,B,0.0,V,0,A,tava reclamando gorda feia vou continuar assim
"E tbm pelos refugiados, por qm não tem casa, pelos q passam fome, por qm foi abandonados pelos pais ou familiares e enfim por todos q sofrem",0,0,E,0.0,B,1,B,tbm refugiados qm casa q passam fome qm abandonados pais familiares enfim todos q sofrem
"E tem evangélicos fazendo fantasia, outras que se dizem evangélicos até tirando a roupa pelo carnaval.  Parabéns!!! https://t.co/0EhUl3ngIS",1,1,C,0.0,V,1,B,evangélicos fazendo fantasia outras dizem evangélicos tirando roupa carnaval parabéns httpstcoehulngis
"e tem nordestino e manaura achando ruim das piadinhas regionais... vcs sempre serão zuados, eu msm me certificarei disso. acostumem-se",1,1,D,1.0,B,1,C,nordestino manaura achando ruim piadinhas regionais vcs sempre zuados msm certificarei disso acostumemse
"É tempo de abrir os olhos e perceber que estamos a ser governados por amigos de terroristas.
https://t.co/fWMOKbiWz6",0,1,D,0.0,I,0,C,tempo abrir olhos perceber governados amigo terroristas
"'Eu acho q já se nasce c o bichinho de matrafona'(ouvido na SIC).
As desculpas q os homens dão à família pra justificar vestirem-se d mulher",1,1,D,1.0,It,1,B,acho q nasce c bichinho matrafonaouvido sic desculpas q homens dão família pra justificar vestiremse d mulher
"Eu acho que se o Movimento Negro realmente tiver humildade e seriedade com o próprio movimento, o MÍNIMO que devem _ https://t.co/aXUptQH2lf",1,0,C,1.0,It,1,B,acho movimento negro realmente humildade seriedade próprio movimento mínimo devem httpstcoaxuptqhlf
"eu apenas desmascarei os teus argumentos, cara! https://t.co/rsw9FTj79z",0,0,C,0.0,It,0,D,apenas desmascarei argumentos cara httpstcorswftjz
"Eu apresento fatos, lógica e verdade.
Ela:
- olha os argumentos
- você ta passando vergonha
E não consegue refutar _ https://t.co/UdwhGBUHiD",0,1,A,0.0,I,0,A,apresento fatos lógica verdade olha argumentos ta passando vergonha consegue refutar httpstcoudwhgbuhid
Eu argumentando com um sujeito que acredita que a crise dos refugiados é a pobreza e não o projeto de califado. Desisti de argumentar,1,1,D,0.0,S,1,B,argumentando sujeito acredita crise refugiados pobreza projeto califado desisti argumentar
Eu arroto mesmo pq quem engole gás é judeu,1,1,E,1.0,B,1,B,arroto pq engole gás judeu
Eu com a mais linda no meu branço,0,0,C,0.0,It,0,B,linda branço
Eu com 4 seguidoras neste fds https://t.co/8Sg2vYqlfV,0,0,B,0.0,B,0,C,seguidoras neste fds httpstcosgvyqlfv
"Eu cresci ouvindo:
'nossa, tu é mulher mesmo?'
'nunca vai ter filhos'
'nunca alguem vai te amar'
'vai ficar pra titia, viu?'
'tu é sapatão?'",0,1,E,0.0,B,0,E,cresci ouvindo mulher nunca vai ter filhos nunca alguem vai amar vai ficar pra titia viu sapatão
"@eudadisie meu, use menos droga que vc vai sentir menos fome hahahaahahaha",0,1,C,0.0,B,0,A,use menos droga vc vai sentir menos fome hahahaahahaha
"Eu devia indignar-me c o discurso d dono d Padaria Portuguesa mas porra,aquels croissants brioche feitos por mãos q ganham €_500 são tão bons",0,1,A,0.0,I,0,A,devia indignarme c discurso d dono d padaria portuguesa porraaquels croissant brioche feitos mãos q ganham € tão bons
"eu devo ser mt feia, pq gorda eu já sou...",0,0,A,1.0,It,0,C,devo mt feia pq gorda
eu devo ter jogado um angry birds na cruz pra merecer isso,0,1,A,0.0,I,0,E,devo ter jogado angry bird cruz pra merecer
"Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores",0,1,E,0.0,B,0,E,fico indignada vejo brasileiro desmerecendo refugiados imigrantes acho q nao conhecem história br ne more
"Eu ganho menos do que o sr, q ganha 33 mil por mês. Favor transferir minha parte do seu salário até sexta. Grato. https://t.co/1y35PYsVbQ",0,0,B,0.0,V,0,B,ganho menos sr q ganha mil mês favor transferir parte salário sexta grato httpstcoypysvbq
"Eu gostava de ser a ereção que o @guilhermefon está a esconder desde que viu o @joaopauloshowsa vestido de noiva
#ccallstars",0,1,B,0.0,I,0,A,gostava ereção esconder desde viu vestido noiva ccallstars
"EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ",1,1,D,1.0,It,1,A,gosto mulher bonita cheirosa bem cuidada bem resolvida canhão problematizador suvaco peludo vez aqui paz
Eu honestamente me emocionei lendo. Vale a pena,0,0,A,0.0,It,0,A,honestamente emocionei lendo vale pena
EU IA E VOLTAVA VÁRIAS VEZES (COM TODO O RESPEITO) @Chris_Branco,0,0,D,0.0,B,0,C,ia voltava várias vezes todo respeito chrisbranco
"Eu já me sinto tao feia e gorda, aí as pessoas vem e me dizem 'vc é tão bonita, mas ta gorda' 
Me da logo um tiro fdp
#askanamia",1,1,B,1.0,It,1,C,sinto tao feia gorda aí pessoas vem dizem vc tão bonita ta gorda logo tiro fdp askanamia
@euluana66 pois é! tem homem que acha que orgasmo feminino não existe (risos e pesames pelas mulheres que transaram com esses),0,1,D,0.0,I,0,A,poi homem acha orgasmo feminino existe risos pesames mulheres transaram
É um absurdo certos tipos de Cultura. Uma criança pode casar. Mas são obrigadas a usar burca e algumas não... https://t.co/zMxDAu98LH,0,1,E,0.0,It,0,A,absurdo certos tipos cultura criança pode casar obrigadas usar burca algumas httpstcozmxdaulh
"É uma mentira escandalosa que tenhamos tentado invadir a sede do @LIVREpt @ruitavares 
https://t.co/alD5cOz6Mi#Portugal #PNR",0,1,B,0.0,V,0,A,mentira escandalosa tentado invadir sede
"eu mandei argumentos baseados em fatos, lógica e verdades!
Ela reponde com isso! hahahaha putz!!! https://t.co/prFqBrxi1R",0,0,C,0.0,It,0,A,mandei argumentos baseados fatos lógica verdades reponde hahahaha putz httpstcoprfqbrxir
E um certo partido ai que perdeu 400 prefeituras e não tem mais onde lavar dinheiro...,0,1,B,0.0,V,0,B,certo partido ai perdeu prefeituras onde lavar dinheiro
eu me arrumei em exatos 3 min pra trabalhar,0,0,C,0.0,It,0,A,arrumei exatos min pra trabalhar
eu mesmo minha afilhada https://t.co/xCgpbnxOYZ,0,0,A,0.0,B,0,C,afilhada httpstcoxcgpbnxoyz
"Eu, Nacionalista me confesso!
https://t.co/vWinrjkfkz#PNR #RenovarPortugal #Portugal",0,0,C,0.0,It,0,C,nacionalista confesso
"eu não defendo bandido
por isso que sou a favor do impeachment pro temer entrar com o cunha como vice",0,1,E,0.0,Dani,0,E,defendo bandido favor impeachment pro temer entrar cunha vice
"Eu nao defino o Angolano
pela cor, seja ele branco, preto ou mulato eu
defino o Angolano como aquele
que ama Angola _ https://t.co/sTch48FBfg",0,0,E,0.0,It,0,C,nao defino angolano cor branco preto mulato defino angolano ama angola httpstcostchfbfg
"Eu não me importo se a pessoa é magra gorda feia bonita se é de humanas ou exatas, se ela me tratar bem eu vou retribuir da mesma forma",0,0,A,0.0,V,0,D,importo pessoa magra gorda feia bonita humanas exatas tratar bem vou retribuir mesma forma
"Eu não mereço ser estuprada no banheiro feminino por uma mulher trans lésbica! 
NÃO a ideologia de gênero",1,1,E,1.0,It,1,E,mereço estuprada banheiro feminino mulher trans lésbica ideologia gênero
eu não preciso me resolver. Só mostro a verdade para quem vive se escondendo em mentiras!!! https://t.co/IX6VzBQNbX,0,1,E,0.0,It,0,B,preciso resolver mostro verdade vive escondendo mentiras httpstcoixvzbqnbx
"EU NÃO QUERO TER FILHOS, EU NÃO PENSO EM TER FILHOS, E NÃO TEM NENHUM PROBLEMA NISSO!!!",0,1,D,0.0,V,0,E,quero ter filhos penso ter filhos nenhum problema nisso
eu não sabia que com o dia da mulher viria tanta gente burra falar bosta na internet,0,1,B,0.0,It,0,A,sabia dia mulher viria tanta gente burra falar bosta internet
Eu não sei dizer o quanto eu queria trabalhar como voluntária p refugiados e afins,0,0,E,0.0,S,0,C,sei dizer quanto queria trabalhar voluntária p refugiados afins
"eu nao sou homofóbico, mas...........",1,1,C,1.0,It,0,A,nao homofóbico
Eu no 6° ano sentia-me rebelde porque chamava às minhas amigas 'fufinha' e elas ficavam felizes qd na vdd insinuava q eram fufas,1,1,A,1.0,It,0,C,° ano sentiame rebelde porque chamava amigas fufinha ficavam felizes qd vdd insinuava q fufas
"eu nunca me senti tão gorda, tão feia, tão... tão mal",0,0,C,0.0,B,0,B,nunca sent tão gorda tão feia tão tão mal
"Eu odeio dia d tpm pq eu me sinto feia e gorda e que as pessoas não me amam e n tão nem ai p mim, o pior é saber q esses são os dias reais",0,1,B,0.0,I,0,C,odeio dia d tpm pq sinto feia gorda pessoas amam n tão ai p mim pior saber q dia reais
EU PAGO TUDO QUE CONSUMO. TENHO O NOME LIMPO NA PRAÇA https://t.co/uD3IHN8UYJ,0,0,C,0.0,S,0,A,pago tudo consumo nome limpo praça httpstcoudihnuyj
@eupatyoliveira estou preparada já https://t.co/R5iTupPnzo,0,0,C,0.0,S,0,B,preparada httpstcorituppnzo
"Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá",0,1,D,0.0,B,0,E,posso feia gordae concordar issoposso chata maioria tempo precisam mim smp tô lá
"EU PREFIRO MEIA BOCA, NÃO TOTALMENTE LISINHA NEM FIDEL CASTRO MAS UM GUERREIRO NÃO FOGE DA LUTA ENCARO O QUE VIER _ https://t.co/q0kd0LNvIo",1,0,B,1.0,V,1,B,prefiro meia boca totalmente lisinha fidel castro guerreiro foge luta encaro vier httpstcoqkdlnvio
eu prezo a igualdade de gênero e não femimimismo,0,0,B,0.0,I,0,E,prezo igualdade gênero femimimismo
"eu queria namorar uma sem teto, aí eu perguntaria 'NA SUA CASA OU NA MINHA?' ai a gente ia rir e rir e rir e beber pinga de R$0,50",0,0,E,1.0,I,0,A,queria namorar teto aí perguntaria casa ai gente ia rir rir rir beber pinga r
Eu quero que bela e a fera estreie logo pra eu PARAR de ver propaganda desse filme socorro não aguento mais,0,1,C,0.0,B,0,A,quero bela fera estreie logo pra parar ver propaganda desse filme socorro aguento
eu respeito homossexuais so n concordo nem quero q meu filho veja eles se beijando em público,1,1,D,1.0,B,0,B,respeito homossexuais so n concordo quero q filho veja beijando público
"@euronewspt @Ramo_Jr 
A direita vai corrigir as cagadas que a esquerda fez na Europa nos últimos 20 anos.
#Nexit
#Frexit",1,1,C,1.0,Dani,0,E,direita vai corrigir cagadas esquerda fez europa últimos ano nexit frexit
Eu sabia que ainda não tinha visto tudo que era possível sobre o destaque desse carnaval.... https://t.co/Oxb4SGd3pe,0,0,C,0.0,B,0,B,sabia ainda visto tudo possível sobre destaque desse carnaval httpstcooxbsgdpe
eu sabia que as manifestações nao eram contra corrupção mas o que eu queria mesmo era tirar a dilma,1,1,E,0.0,V,1,B,sabia manifestações nao contra corrupção queria tirar dilma
eu sei que em todas as notas do real ta escrito 'deus seja louvado' mas o estado é laico,0,1,D,0.0,V,0,D,sei toda notas real ta escrito deus louvado estado laico
"Eu sei que para ser bonita não precisa ser magra, mas eu coloquei na minha fucking cabeça de que estou muito gorda e feia",0,0,D,1.0,V,0,A,sei bonita precisa magra coloquei fucking cabeça gorda feia
Eu servindo café da manhã pra sua irmã. Ela gosta de leite quente com ovos logo cedo https://t.co/AKRPhwkgue,0,1,C,0.0,It,0,A,servindo café manhã pra irmã gosta leite quente ovos logo cedo httpstcoakrphwkgue
"eu sofro preconceito por ser da igreja evangélica mas ngm liga ne
aí jogam pedra no macumbero e é 'ooooh mds que triste'",1,1,D,0.0,I,1,B,sofro preconceito igreja evangélica ngm liga ne aí jogam pedra macumbero ooooh md triste
"Eu só quero é ser feliz
Zuar sua barriga, sua orelha e seu nariz
E poder me orgulhar
De cortar o bolsa-família e botar o pobre pra trabalhar",1,1,C,1.0,It,0,A,quero feliz zuar barriga orelha nariz poder orgulhar cortar bolsafamília botar pobre pra trabalhar
eu sou a mulher mais burra do brasil,0,1,D,0.0,I,0,E,mulher burra brasil
"'Eu sou aquela mulher que fez a escalada da montanha da vida, removendo pedras e plantando flores.' #MulherDeVerdade",0,0,C,0.0,I,0,B,mulher fez escalada montanha vida removendo pedras plantando flores mulherdeverdade
"Eu sou bi e não sapatão. E mesmo se eu fosse, ninguém tem nada a ver com isso!",0,1,E,0.0,V,0,D,bi sapatão ninguém nada ver
"Eu sou de boa, meu amigo q é um grosso
#AsFortesEntenderão",0,0,E,0.0,I,0,D,boa amigo q grosso asfortesentenderão
"Eu sou demasiado tudo. Demasiado alta, demasiado gorda, demasiado feia, demasiado paciente, demasiado sentimental, puta que pariu.",1,1,A,1.0,Dani,0,E,demasiado tudo demasiado alta demasiado gorda demasiado feia demasiado paciente demasiado sentimental puta pariu
"eu sou gorda, meu cabelo não é bom, minha cara é bem feia",1,1,C,1.0,S,0,C,gorda cabelo bom cara bem feia
"Eu sou mt burra, o menino falou 'feliz dia da mulher' ai eu 'pra você também', nem percebi",1,0,C,1.0,V,1,E,mt burra menino falou feliz dia mulher ai pra percebi
eu sou oficialmente a mulher mais burra do mundo,0,1,E,0.0,B,0,E,oficialmente mulher burra mundo
Eu tô bem surpresa que os gringos não sabiam o que é caju https://t.co/IShGlhKQs2 via @ErinChack,0,0,D,0.0,It,0,D,tô bem surpresa gringo sabiam caju httpstcoishglhkqs via erinchack
"Eu tô inconformada, chorando, como pude ser tão burra? Sempre pensei que a Solange do aviões era mulher do Xand. Não vou conseguir superar",0,1,A,0.0,V,0,D,tô inconformada chorando pude tão burra sempre pensei solange aviões mulher xand vou conseguir superar
"EU TENHO PENA DAS MULHERES COM ESSE HOMENS DE HOJE
ACHO QUE EU VIRARIA SAPATÃO, OLHA DÁ VERGONHA DA MINHA RAÇA _ https://t.co/z4wRncC98n",0,1,E,0.0,B,0,E,pena mulheres homens hoje acho viraria sapatão olha dá vergonha raça httpstcozwrnccn
eu tenho problemas psicológicos causados pelo excesso de corrupção petista......,1,1,D,1.0,It,0,B,problemas psicológicos causados excesso corrupção petista
Eu tenho um livrinho de cabeceira que passa pano branco pra político https://t.co/ToitIjbbfL,0,0,E,0.0,Dani,0,A,livrinho cabeceira passa pano branco pra político httpstcotoitijbbfl
"Eu tinha tanta coisa pra twittar hoje aqui, que acabei me esquecendo...",0,0,B,0.0,Dani,0,C,tanta coisa pra twittar hoje aqui acabei esquecendo
Eu tocando o coração da sua irmã https://t.co/CKFwMubQ2m,0,1,E,0.0,I,0,D,tocando coração irmã httpstcockfwmubqm
"Eu tomo minhas decisões amplamente embasado em dados coletadas e todos sabem. Alguns jornais de NOTÍCIAS FALSAS, pr _ https://t.co/Xug8AiwJOd",0,0,E,0.0,B,0,E,tomo decisões amplamente embasado dado coletadas todos sabem alguns jornais notícias falsas pr httpstcoxugaiwjod
eu to muito sapatao scrr,0,1,B,0.0,I,0,D,to sapatao scrr
Eu to passada com o quanto de cara que acha que mulher tem obrigação de conversar com ele no tinder se deu um like. Ou ele chama de puta.,0,1,D,0.0,I,0,D,to passada quanto cara acha mulher obrigação conversar tinder deu like chama puta
"Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões",0,1,D,0.0,S,0,E,vejo torce pra emilly historico torcida igual gente feia gorda nada padrões
Eu volteiiii agora pra ficarrrr,0,0,D,0.0,It,0,D,volteiiii agora pra ficarrrr
"EU VOU CANTAR ESSA PAIXAO QUE VEM DE DENTRO 
UM SENTIMENTO VERDE BRANCO E GRENÁ #DiaDeFlu",0,0,B,0.0,V,0,A,vou cantar paixao vem dentro sentimento verde branco grená diadeflu
E vc ae ainda tentando pegar a sua amiga https://t.co/YF0U7uHUuV,0,1,A,0.0,B,0,E,vc ae ainda tentando pegar amiga httpstcoyfuuhuuv
E vc aí franguinha dessossada que só reclama da vida! Para de chorar porra.,0,1,B,0.0,B,0,D,vc aí franguinha dessossada reclama vida chorar porra
